country,continent,year,life_expectancy,population_millions,gdp_per_capita
Dominican Republic,Americas,1962,53.459,3.453434e-06,1662.137359
Dominican Republic,Americas,1967,56.751,4.049146000000001e-06,1653.723003
Dominican Republic,Americas,1972,59.631,4.671329e-06,2189.874499
Dominican Republic,Americas,1977,61.788,5.3028e-06,2681.9889
Dominican Republic,Americas,1982,63.727,5.968349e-06,2861.092386
Dominican Republic,Americas,1987,66.046,6.655297e-06,2899.842175
Dominican Republic,Americas,1992,68.457,7.3511810000000006e-06,3044.214214
Dominican Republic,Americas,1997,69.957,7.992357e-06,3614.101285
Dominican Republic,Americas,2002,70.847,8.650322e-06,4563.808154
Dominican Republic,Americas,2007,72.235,9.319622000000002e-06,6025.374752
Ecuador,Americas,1952,48.357,3.548753e-06,3522.110717
Ecuador,Americas,1957,51.356,4.058385000000001e-06,3780.546651
Ecuador,Americas,1962,54.64,4.681707e-06,4086.114078
Ecuador,Americas,1967,56.678,5.4324240000000005e-06,4579.074215
Ecuador,Americas,1972,58.796,6.2986510000000005e-06,5280.99471
Ecuador,Americas,1977,61.31,7.278866e-06,6679.62326
Ecuador,Americas,1982,64.342,8.36585e-06,7213.791267
Ecuador,Americas,1987,67.231,9.545158000000001e-06,6481.776993
Ecuador,Americas,1992,69.613,1.0748393999999999e-05,7103.702595
Ecuador,Americas,1997,72.312,1.1911818999999999e-05,7429.455877
Ecuador,Americas,2002,74.173,1.2921234e-05,5773.044512
Ecuador,Americas,2007,74.994,1.375568e-05,6873.262326
Egypt,Africa,1952,41.893,2.2223309e-05,1418.822445
Egypt,Africa,1957,44.444,2.5009741e-05,1458.915272
Egypt,Africa,1962,46.992,2.8173308999999998e-05,1693.335853
Egypt,Africa,1967,49.293,3.1681188e-05,1814.880728
Egypt,Africa,1972,51.137,3.4807417e-05,2024.008147
Egypt,Africa,1977,53.319,3.8783863e-05,2785.493582
Egypt,Africa,1982,56.006,4.5681811000000004e-05,3503.729636
Egypt,Africa,1987,59.797,5.2799062e-05,3885.46071
Egypt,Africa,1992,63.674,5.9402198e-05,3794.755195
Egypt,Africa,1997,67.217,6.6134291e-05,4173.181797
Egypt,Africa,2002,69.806,7.3312559e-05,4754.604414
Egypt,Africa,2007,71.338,8.0264543e-05,5581.180998
El Salvador,Americas,1952,45.262,2.042865e-06,3048.3029
El Salvador,Americas,1957,48.57,2.3558050000000003e-06,3421.523218
El Salvador,Americas,1962,52.307,2.747687e-06,3776.803627
El Salvador,Americas,1967,55.855,3.232927e-06,4358.595393
El Salvador,Americas,1972,58.207,3.7909030000000003e-06,4520.246008
El Salvador,Americas,1977,56.696,4.282586e-06,5138.922374
El Salvador,Americas,1982,56.604,4.474873e-06,4098.344175
El Salvador,Americas,1987,63.154,4.842194e-06,4140.442097
El Salvador,Americas,1992,66.798,5.274649e-06,4444.2317
El Salvador,Americas,1997,69.535,5.783439e-06,5154.825496
El Salvador,Americas,2002,70.734,6.3536809999999995e-06,5351.568666
El Salvador,Americas,2007,71.878,6.939688e-06,5728.353514
Equatorial Guinea,Africa,1952,34.482,2.1696399999999998e-07,375.6431231
Equatorial Guinea,Africa,1957,35.983,2.32922e-07,426.0964081
Equatorial Guinea,Africa,1962,37.485,2.4922e-07,582.8419714
Equatorial Guinea,Africa,1967,38.987,2.59864e-07,915.5960025
Equatorial Guinea,Africa,1972,40.516,2.77603e-07,672.4122571
Equatorial Guinea,Africa,1977,42.024,1.9267500000000002e-07,958.5668124
Equatorial Guinea,Africa,1982,43.662,2.8548299999999996e-07,927.8253427
Equatorial Guinea,Africa,1987,45.664,3.41244e-07,966.8968149
Equatorial Guinea,Africa,1992,47.545,3.87838e-07,1132.055034
Equatorial Guinea,Africa,1997,48.245,4.39971e-07,2814.480755
Equatorial Guinea,Africa,2002,49.348,4.95627e-07,7703.4959
Equatorial Guinea,Africa,2007,51.579,5.51201e-07,12154.08975
Eritrea,Africa,1952,35.928,1.43876e-06,328.9405571
Eritrea,Africa,1957,38.047,1.542611e-06,344.1618859
Eritrea,Africa,1962,40.158,1.666618e-06,380.9958433
Eritrea,Africa,1967,42.189,1.820319e-06,468.7949699
Eritrea,Africa,1972,44.142,2.2601870000000003e-06,514.3242082
Eritrea,Africa,1977,44.535,2.512642e-06,505.7538077
Eritrea,Africa,1982,43.89,2.637297e-06,524.8758493
Eritrea,Africa,1987,46.453,2.915959e-06,521.1341333
Eritrea,Africa,1992,49.991,3.6684399999999997e-06,582.8585102
Eritrea,Africa,1997,53.378,4.058319e-06,913.47079
Eritrea,Africa,2002,55.24,4.414865e-06,765.3500015
Eritrea,Africa,2007,58.04,4.9065849999999995e-06,641.3695236
Ethiopia,Africa,1952,34.078,2.0860941e-05,362.1462796
Ethiopia,Africa,1957,36.667,2.2815614e-05,378.9041632
Ethiopia,Africa,1962,40.059,2.5145371999999998e-05,419.4564161
Ethiopia,Africa,1967,42.115,2.7860297e-05,516.1186438
Ethiopia,Africa,1972,43.515,3.0770371999999996e-05,566.2439442
Ethiopia,Africa,1977,44.51,3.4617798999999996e-05,556.8083834
Ethiopia,Africa,1982,44.916,3.8111756e-05,577.8607471
Ethiopia,Africa,1987,46.684,4.299953e-05,573.7413142
Ethiopia,Africa,1992,48.091,5.2088558999999996e-05,421.3534653
Ethiopia,Africa,1997,49.402,5.9861301e-05,515.8894013
Ethiopia,Africa,2002,50.725,6.7946797e-05,530.0535319
Ethiopia,Africa,2007,52.947,7.6511887e-05,690.8055759
Finland,Europe,1952,66.55,4.090499999999999e-06,6424.519071
Finland,Europe,1957,67.49,4.324e-06,7545.415386
Finland,Europe,1962,68.75,4.491443e-06,9371.842561
Finland,Europe,1967,69.83,4.605743999999999e-06,10921.63626
Finland,Europe,1972,70.87,4.639657e-06,14358.8759
Finland,Europe,1977,72.52,4.738902e-06,15605.42283
Finland,Europe,1982,74.55,4.826933000000001e-06,18533.15761
Finland,Europe,1987,74.83,4.931729e-06,21141.01223
Finland,Europe,1992,75.7,5.041039e-06,20647.16499
Finland,Europe,1997,77.13,5.134406e-06,23723.9502
Finland,Europe,2002,78.37,5.193039e-06,28204.59057
Finland,Europe,2007,79.313,5.23846e-06,33207.0844
France,Europe,1952,67.41,4.2459667000000006e-05,7029.809327
France,Europe,1957,68.93,4.4310862999999995e-05,8662.834898
France,Europe,1962,70.51,4.7124000000000005e-05,10560.48553
France,Europe,1967,71.55,4.9569e-05,12999.91766
France,Europe,1972,72.38,5.1732e-05,16107.19171
France,Europe,1977,73.83,5.3165019e-05,18292.63514
France,Europe,1982,74.89,5.4433565000000004e-05,20293.89746
France,Europe,1987,76.34,5.56301e-05,22066.44214
France,Europe,1992,77.46,5.7374179e-05,24703.79615
France,Europe,1997,78.64,5.8623427999999995e-05,25889.78487
France,Europe,2002,79.59,5.9925035e-05,28926.03234
France,Europe,2007,80.657,6.1083916e-05,30470.0167
Gabon,Africa,1952,37.003,4.20702e-07,4293.476475
Gabon,Africa,1957,38.999,4.34904e-07,4976.198099
Gabon,Africa,1962,40.489,4.5566099999999997e-07,6631.459222
Gabon,Africa,1967,44.598,4.89004e-07,8358.761987
Gabon,Africa,1972,48.69,5.379770000000001e-07,11401.94841
Gabon,Africa,1977,52.79,7.06367e-07,21745.57328
Gabon,Africa,1982,56.564,7.53874e-07,15113.36194
Gabon,Africa,1987,60.19,8.80397e-07,11864.40844
Gabon,Africa,1992,61.366,9.85739e-07,13522.15752
Gabon,Africa,1997,60.461,1.126189e-06,14722.84188
Gabon,Africa,2002,56.761,1.299304e-06,12521.71392
Gabon,Africa,2007,56.735,1.454867e-06,13206.48452
Gambia,Africa,1952,30.0,2.8432e-07,485.2306591
Gambia,Africa,1957,32.065,3.2315e-07,520.9267111
Gambia,Africa,1962,33.896,3.7402e-07,599.650276
Gambia,Africa,1967,35.857,4.39593e-07,734.7829124
Gambia,Africa,1972,38.308,5.17101e-07,756.0868363
Gambia,Africa,1977,41.842,6.08274e-07,884.7552507
Gambia,Africa,1982,45.58,7.15523e-07,835.8096108
Gambia,Africa,1987,49.265,8.48406e-07,611.6588611
Gambia,Africa,1992,52.644,1.0253840000000002e-06,665.6244126
Gambia,Africa,1997,55.861,1.235767e-06,653.7301704
Gambia,Africa,2002,58.041,1.457766e-06,660.5855997
Gambia,Africa,2007,59.448,1.688359e-06,752.7497265
Germany,Europe,1952,67.5,6.9145952e-05,7144.114393
Germany,Europe,1957,69.1,7.1019069e-05,10187.82665
Germany,Europe,1962,70.3,7.373911699999999e-05,12902.46291
Germany,Europe,1967,70.8,7.6368453e-05,14745.62561
Germany,Europe,1972,71.0,7.8717088e-05,18016.18027
Germany,Europe,1977,72.5,7.816077300000001e-05,20512.92123
Germany,Europe,1982,73.8,7.833526600000001e-05,22031.53274
Germany,Europe,1987,74.847,7.7718298e-05,24639.18566
Germany,Europe,1992,76.07,8.0597764e-05,26505.30317
Germany,Europe,1997,77.34,8.201107299999999e-05,27788.88416
Germany,Europe,2002,78.67,8.235067100000001e-05,30035.80198
Germany,Europe,2007,79.406,8.2400996e-05,32170.37442
Ghana,Africa,1952,43.149,5.581001e-06,911.2989371
Ghana,Africa,1957,44.779,6.391288000000001e-06,1043.561537
Ghana,Africa,1962,46.452,7.355248e-06,1190.041118
Ghana,Africa,1967,48.072,8.490213000000001e-06,1125.69716
Ghana,Africa,1972,49.875,9.35412e-06,1178.223708
Ghana,Africa,1977,51.756,1.0538092999999999e-05,993.2239571
Ghana,Africa,1982,53.744,1.1400337999999999e-05,876.032569
Ghana,Africa,1987,55.729,1.4168101e-05,847.0061135
Ghana,Africa,1992,57.501,1.6278738e-05,925.060154
Ghana,Africa,1997,58.556,1.8418288e-05,1005.245812
Ghana,Africa,2002,58.453,2.0550751000000002e-05,1111.984578
Ghana,Africa,2007,60.022,2.2873338e-05,1327.60891
Greece,Europe,1952,65.86,7.73325e-06,3530.690067
Greece,Europe,1957,67.86,8.096218e-06,4916.299889
Greece,Europe,1962,69.51,8.448233e-06,6017.190733
Greece,Europe,1967,71.0,8.716440999999999e-06,8513.097016
Greece,Europe,1972,72.34,8.888628e-06,12724.82957
Greece,Europe,1977,73.68,9.308479e-06,14195.52428
Greece,Europe,1982,75.24,9.786479999999999e-06,15268.42089
Greece,Europe,1987,76.67,9.97449e-06,16120.52839
Greece,Europe,1992,77.03,1.0325429e-05,17541.49634
Greece,Europe,1997,77.869,1.0502372e-05,18747.69814
Greece,Europe,2002,78.256,1.0603863e-05,22514.2548
Greece,Europe,2007,79.483,1.0706289999999999e-05,27538.41188
Guatemala,Americas,1952,42.023,3.1463809999999998e-06,2428.237769
Guatemala,Americas,1957,44.142,3.640876e-06,2617.155967
Guatemala,Americas,1962,46.954,4.208858000000001e-06,2750.364446
Guatemala,Americas,1967,50.016,4.690773e-06,3242.531147
Guatemala,Americas,1972,53.738,5.149581e-06,4031.408271
Guatemala,Americas,1977,56.029,5.70343e-06,4879.992748
Guatemala,Americas,1982,58.137,6.39563e-06,4820.49479
Guatemala,Americas,1987,60.782,7.3264060000000004e-06,4246.485974
Guatemala,Americas,1992,63.373,8.486948999999999e-06,4439.45084
Guatemala,Americas,1997,66.322,9.803875e-06,4684.313807
Guatemala,Americas,2002,68.978,1.117865e-05,4858.347495
Guatemala,Americas,2007,70.259,1.2572928e-05,5186.050003
Guinea,Africa,1952,33.609,2.6642489999999997e-06,510.1964923
Guinea,Africa,1957,34.558,2.8767260000000002e-06,576.2670245
Guinea,Africa,1962,35.753,3.1400030000000003e-06,686.3736739
Guinea,Africa,1967,37.197,3.4514179999999998e-06,708.7595409
Guinea,Africa,1972,38.842,3.811387e-06,741.6662307
Guinea,Africa,1977,40.762,4.227026000000001e-06,874.6858643
Guinea,Africa,1982,42.891,4.710497e-06,857.2503577
Guinea,Africa,1987,45.552,5.650261999999999e-06,805.5724718
Guinea,Africa,1992,48.576,6.990573999999999e-06,794.3484384
Guinea,Africa,1997,51.455,8.048834e-06,869.4497668
Guinea,Africa,2002,53.676,8.807818e-06,945.5835837
Guinea,Africa,2007,56.007,9.947814e-06,942.6542111
Guinea-Bissau,Africa,1952,32.5,5.80653e-07,299.850319
Guinea-Bissau,Africa,1957,33.489,6.01095e-07,431.7904566
Guinea-Bissau,Africa,1962,34.488,6.278200000000001e-07,522.0343725
Guinea-Bissau,Africa,1967,35.492,6.01287e-07,715.5806402
Guinea-Bissau,Africa,1972,36.486,6.25361e-07,820.2245876
Guinea-Bissau,Africa,1977,37.465,7.45228e-07,764.7259628
Guinea-Bissau,Africa,1982,39.327,8.259870000000001e-07,838.1239671
Guinea-Bissau,Africa,1987,41.245,9.27524e-07,736.4153921
Guinea-Bissau,Africa,1992,43.266,1.050938e-06,745.5398706
Guinea-Bissau,Africa,1997,44.873,1.193708e-06,796.6644681
Guinea-Bissau,Africa,2002,45.504,1.332459e-06,575.7047176
Guinea-Bissau,Africa,2007,46.388,1.472041e-06,579.231743
Haiti,Americas,1952,37.579,3.201488e-06,1840.366939
Haiti,Americas,1957,40.696,3.507701e-06,1726.887882
Haiti,Americas,1962,43.59,3.88013e-06,1796.589032
Haiti,Americas,1967,46.243,4.318137e-06,1452.057666
Haiti,Americas,1972,48.042,4.698301e-06,1654.456946
Haiti,Americas,1977,49.923,4.908554e-06,1874.298931
Haiti,Americas,1982,51.461,5.198399e-06,2011.159549
Haiti,Americas,1987,53.636,5.756203e-06,1823.015995
Haiti,Americas,1992,55.089,6.326682e-06,1456.309517
Haiti,Americas,1997,56.671,6.913545e-06,1341.726931
Haiti,Americas,2002,58.137,7.607650999999999e-06,1270.364932
Haiti,Americas,2007,60.916,8.502814000000001e-06,1201.637154
Honduras,Americas,1952,41.912,1.5174529999999998e-06,2194.926204
Honduras,Americas,1957,44.665,1.77039e-06,2220.487682
Honduras,Americas,1962,48.041,2.0901619999999997e-06,2291.156835
Honduras,Americas,1967,50.924,2.500689e-06,2538.269358
Honduras,Americas,1972,53.884,2.9651459999999998e-06,2529.842345
Honduras,Americas,1977,57.402,3.0552350000000003e-06,3203.208066
Honduras,Americas,1982,60.909,3.669448e-06,3121.760794
Honduras,Americas,1987,64.492,4.372203e-06,3023.096699
Honduras,Americas,1992,66.399,5.077347e-06,3081.694603
Honduras,Americas,1997,67.659,5.8679569999999994e-06,3160.454906
Honduras,Americas,2002,68.565,6.677328e-06,3099.72866
Honduras,Americas,2007,70.198,7.483763e-06,3548.330846
"Hong Kong, China",Asia,1952,60.96,2.1259000000000003e-06,3054.421209
"Hong Kong, China",Asia,1957,64.75,2.7363e-06,3629.076457
"Hong Kong, China",Asia,1962,67.65,3.3052e-06,4692.648272
"Hong Kong, China",Asia,1967,70.0,3.7227999999999997e-06,6197.962814
"Hong Kong, China",Asia,1972,72.0,4.1157e-06,8315.928145
"Hong Kong, China",Asia,1977,73.6,4.583700000000001e-06,11186.14125
"Hong Kong, China",Asia,1982,75.45,5.2645e-06,14560.53051
"Hong Kong, China",Asia,1987,76.2,5.5845099999999995e-06,20038.47269
"Hong Kong, China",Asia,1992,77.601,5.829696e-06,24757.60301
"Hong Kong, China",Asia,1997,80.0,6.495918e-06,28377.63219
"Hong Kong, China",Asia,2002,81.495,6.762476e-06,30209.01516
"Hong Kong, China",Asia,2007,82.208,6.9804120000000004e-06,39724.97867
Hungary,Europe,1952,64.03,9.503999999999999e-06,5263.673816
Hungary,Europe,1957,66.41,9.839e-06,6040.180011
Hungary,Europe,1962,67.96,1.0063e-05,7550.359877
Hungary,Europe,1967,69.5,1.0223422e-05,9326.64467
Hungary,Europe,1972,69.76,1.0394091e-05,10168.65611
Hungary,Europe,1977,69.95,1.0637171000000001e-05,11674.83737
Hungary,Europe,1982,69.39,1.0705535e-05,12545.99066
Hungary,Europe,1987,69.58,1.061274e-05,12986.47998
Hungary,Europe,1992,69.17,1.0348684000000001e-05,10535.62855
Hungary,Europe,1997,71.04,1.0244684e-05,11712.7768
Hungary,Europe,2002,72.59,1.0083313000000001e-05,14843.93556
Hungary,Europe,2007,73.338,9.956108e-06,18008.94444
Iceland,Europe,1952,72.49,1.47962e-07,7267.688428
Iceland,Europe,1957,73.47,1.6511e-07,9244.001412
Iceland,Europe,1962,73.68,1.82053e-07,10350.15906
Iceland,Europe,1967,73.73,1.98676e-07,13319.89568
Iceland,Europe,1972,74.46,2.09275e-07,15798.06362
Iceland,Europe,1977,76.11,2.21823e-07,19654.96247
Iceland,Europe,1982,76.99,2.33997e-07,23269.6075
Iceland,Europe,1987,77.23,2.44676e-07,26923.20628
Iceland,Europe,1992,78.77,2.5901200000000004e-07,25144.39201
Iceland,Europe,1997,78.95,2.71192e-07,28061.09966
Iceland,Europe,2002,80.5,2.8803e-07,31163.20196
Iceland,Europe,2007,81.757,3.01931e-07,36180.78919
India,Asia,1952,37.373,0.000372,546.5657493
India,Asia,1957,40.249,0.000409,590.061996
India,Asia,1962,43.605,0.000454,658.3471509
India,Asia,1967,47.193,0.000506,700.7706107
India,Asia,1972,50.651,0.000567,724.032527
India,Asia,1977,54.208,0.000634,813.337323
India,Asia,1982,56.596,0.000708,855.7235377
India,Asia,1987,58.553,0.000788,976.5126756
India,Asia,1992,60.223,0.000872,1164.406809
India,Asia,1997,61.765,0.000959,1458.817442
India,Asia,2002,62.879,0.0010341725469999999,1746.769454
India,Asia,2007,64.698,0.001110396331,2452.210407
Indonesia,Asia,1952,37.468,8.2052e-05,749.6816546
Indonesia,Asia,1957,39.918,9.012399999999999e-05,858.9002707
Indonesia,Asia,1962,42.518,9.9028e-05,849.2897701
Indonesia,Asia,1967,45.964,0.000109343,762.4317721
Indonesia,Asia,1972,49.203,0.000121282,1111.107907
Indonesia,Asia,1977,52.702,0.000136725,1382.702056
Indonesia,Asia,1982,56.159,0.00015334299999999999,1516.872988
Indonesia,Asia,1987,60.137,0.00016927600000000002,1748.356961
Indonesia,Asia,1992,62.681,0.000184816,2383.140898
Indonesia,Asia,1997,66.041,0.000199278,3119.335603
Indonesia,Asia,2002,68.588,0.00021106,2873.91287
Indonesia,Asia,2007,70.65,0.000223547,3540.651564
Iran,Asia,1952,44.869,1.7272e-05,3035.326002
Iran,Asia,1957,47.181,1.9792000000000003e-05,3290.257643
Iran,Asia,1962,49.325,2.2873999999999998e-05,4187.329802
Iran,Asia,1967,52.469,2.6538e-05,5906.731805
Iran,Asia,1972,55.234,3.0614e-05,9613.818607
Iran,Asia,1977,57.702,3.5480679e-05,11888.59508
Iran,Asia,1982,59.62,4.3072751e-05,7608.334602
Iran,Asia,1987,63.04,5.1889696e-05,6642.881371
Iran,Asia,1992,65.742,6.0397973e-05,7235.653188
Iran,Asia,1997,68.042,6.3327987e-05,8263.590301
Iran,Asia,2002,69.451,6.6907826e-05,9240.761975
Iran,Asia,2007,70.964,6.945357e-05,11605.71449
Iraq,Asia,1952,45.32,5.4417660000000005e-06,4129.766056
Iraq,Asia,1957,48.437,6.248643000000001e-06,6229.333562
Iraq,Asia,1962,51.457,7.2402600000000005e-06,8341.737815
Iraq,Asia,1967,54.459,8.519282e-06,8931.459811
Iraq,Asia,1972,56.95,1.0061506e-05,9576.037596
Iraq,Asia,1977,60.413,1.1882916e-05,14688.23507
Iraq,Asia,1982,62.038,1.4173318e-05,14517.90711
Iraq,Asia,1987,65.044,1.6543189e-05,11643.57268
Iraq,Asia,1992,59.461,1.7861905e-05,3745.640687
Iraq,Asia,1997,58.811,2.0775703e-05,3076.239795
Iraq,Asia,2002,57.046,2.4001816e-05,4390.717312
Iraq,Asia,2007,59.545,2.7499638e-05,4471.061906
Ireland,Europe,1952,66.91,2.952156e-06,5210.280328
Ireland,Europe,1957,68.9,2.87822e-06,5599.077872
Ireland,Europe,1962,70.29,2.83e-06,6631.597314
Ireland,Europe,1967,71.08,2.9001e-06,7655.568963
Ireland,Europe,1972,71.28,3.0244e-06,9530.772896
Ireland,Europe,1977,72.03,3.2719e-06,11150.98113
Ireland,Europe,1982,73.1,3.48e-06,12618.32141
Ireland,Europe,1987,74.36,3.5398999999999998e-06,13872.86652
Ireland,Europe,1992,75.467,3.557761e-06,17558.81555
Ireland,Europe,1997,76.122,3.667233e-06,24521.94713
Ireland,Europe,2002,77.783,3.879155e-06,34077.04939
Ireland,Europe,2007,78.885,4.109085999999999e-06,40675.99635
Israel,Asia,1952,65.39,1.620914e-06,4086.522128
Israel,Asia,1957,67.84,1.944401e-06,5385.278451
Israel,Asia,1962,69.39,2.310904e-06,7105.630706
Israel,Asia,1967,70.75,2.693585e-06,8393.741404
Israel,Asia,1972,71.63,3.095893e-06,12786.93223
Israel,Asia,1977,73.06,3.495918e-06,13306.61921
Israel,Asia,1982,74.45,3.858421e-06,15367.0292
Israel,Asia,1987,75.6,4.203147999999999e-06,17122.47986
Israel,Asia,1992,76.93,4.93655e-06,18051.52254
Israel,Asia,1997,78.269,5.5313869999999995e-06,20896.60924
Israel,Asia,2002,79.696,6.029529e-06,21905.59514
Israel,Asia,2007,80.745,6.426679e-06,25523.2771
Italy,Europe,1952,65.94,4.7665999999999994e-05,4931.404155
Italy,Europe,1957,67.81,4.9182000000000004e-05,6248.656232
Italy,Europe,1962,69.24,5.08432e-05,8243.58234
Italy,Europe,1967,71.06,5.2667099999999996e-05,10022.40131
Italy,Europe,1972,72.19,5.4365564e-05,12269.27378
Italy,Europe,1977,73.48,5.6059244999999997e-05,14255.98475
Italy,Europe,1982,74.98,5.6535636e-05,16537.4835
Italy,Europe,1987,76.42,5.6729703e-05,19207.23482
Italy,Europe,1992,77.44,5.6840846999999995e-05,22013.64486
Italy,Europe,1997,78.82,5.7479469e-05,24675.02446
Italy,Europe,2002,80.24,5.7926999e-05,27968.09817
Italy,Europe,2007,80.546,5.8147733e-05,28569.7197
Jamaica,Americas,1952,58.53,1.4260949999999999e-06,2898.530881
Jamaica,Americas,1957,62.61,1.53509e-06,4756.525781
Jamaica,Americas,1962,65.61,1.6651279999999999e-06,5246.107524
Jamaica,Americas,1967,67.51,1.8610960000000002e-06,6124.703451
Jamaica,Americas,1972,69.0,1.997616e-06,7433.889293
Jamaica,Americas,1977,70.11,2.156814e-06,6650.195573
Jamaica,Americas,1982,71.21,2.298309e-06,6068.05135
Jamaica,Americas,1987,71.77,2.326606e-06,6351.237495
Jamaica,Americas,1992,71.766,2.378618e-06,7404.923685
Jamaica,Americas,1997,72.262,2.531311e-06,7121.924704
Jamaica,Americas,2002,72.047,2.664659e-06,6994.774861
Jamaica,Americas,2007,72.567,2.780132e-06,7320.880262
Japan,Asia,1952,63.03,8.6459025e-05,3216.956347
Japan,Asia,1957,65.5,9.1563009e-05,4317.694365
Japan,Asia,1962,68.73,9.5831757e-05,6576.649461
Japan,Asia,1967,71.43,0.000100825279,9847.788607
Japan,Asia,1972,73.42,0.000107188273,14778.78636
Japan,Asia,1977,75.38,0.000113872473,16610.37701
Japan,Asia,1982,77.11,0.00011845497400000001,19384.10571
Japan,Asia,1987,78.67,0.000122091325,22375.94189
Japan,Asia,1992,79.36,0.000124329269,26824.89511
Japan,Asia,1997,80.69,0.000125956499,28816.58499
Japan,Asia,2002,82.0,0.00012706584100000002,28604.5919
Japan,Asia,2007,82.603,0.000127467972,31656.06806
Jordan,Asia,1952,43.158,6.07914e-07,1546.907807
Jordan,Asia,1957,45.669,7.46559e-07,1886.080591
Jordan,Asia,1962,48.126,9.33559e-07,2348.009158
Jordan,Asia,1967,51.629,1.255058e-06,2741.796252
Jordan,Asia,1972,56.528,1.613551e-06,2110.856309
Jordan,Asia,1977,61.134,1.937652e-06,2852.351568
Jordan,Asia,1982,63.739,2.347031e-06,4161.415959
Jordan,Asia,1987,65.869,2.820042e-06,4448.679912
Jordan,Asia,1992,68.015,3.867409e-06,3431.593647
Jordan,Asia,1997,69.772,4.526235e-06,3645.379572
Jordan,Asia,2002,71.263,5.30747e-06,3844.917194
Jordan,Asia,2007,72.535,6.053193e-06,4519.461171
Kenya,Africa,1952,42.27,6.4640459999999994e-06,853.540919
Kenya,Africa,1957,44.686,7.454779e-06,944.4383152
Kenya,Africa,1962,47.949,8.678557e-06,896.9663732
Kenya,Africa,1967,50.654,1.0191512e-05,1056.736457
Kenya,Africa,1972,53.559,1.2044785e-05,1222.359968
Kenya,Africa,1977,56.155,1.4500404e-05,1267.613204
Kenya,Africa,1982,58.766,1.7661452000000002e-05,1348.225791
Kenya,Africa,1987,59.339,2.1198082e-05,1361.936856
Kenya,Africa,1992,59.285,2.5020539e-05,1341.921721
Kenya,Africa,1997,54.407,2.8263827e-05,1360.485021
Kenya,Africa,2002,50.992,3.1386842000000004e-05,1287.514732
Kenya,Africa,2007,54.11,3.5610177e-05,1463.249282
"Korea, Dem. Rep.",Asia,1952,50.056,8.865487999999999e-06,1088.277758
"Korea, Dem. Rep.",Asia,1957,54.081,9.411381e-06,1571.134655
"Korea, Dem. Rep.",Asia,1962,56.656,1.0917494e-05,1621.693598
"Korea, Dem. Rep.",Asia,1967,59.942,1.2617009e-05,2143.540609
"Korea, Dem. Rep.",Asia,1972,63.983,1.4781240999999999e-05,3701.621503
"Korea, Dem. Rep.",Asia,1977,67.159,1.6325320000000002e-05,4106.301249
"Korea, Dem. Rep.",Asia,1982,69.1,1.7647518000000003e-05,4106.525293
"Korea, Dem. Rep.",Asia,1987,70.647,1.9067554e-05,4106.492315
"Korea, Dem. Rep.",Asia,1992,69.978,2.0711375e-05,3726.063507
"Korea, Dem. Rep.",Asia,1997,67.727,2.1585104999999998e-05,1690.756814
"Korea, Dem. Rep.",Asia,2002,66.662,2.2215365e-05,1646.758151
"Korea, Dem. Rep.",Asia,2007,67.297,2.3301725000000003e-05,1593.06548
"Korea, Rep.",Asia,1952,47.453,2.0947571e-05,1030.592226
"Korea, Rep.",Asia,1957,52.681,2.2611552e-05,1487.593537
"Korea, Rep.",Asia,1962,55.292,2.6420307e-05,1536.344387
"Korea, Rep.",Asia,1967,57.716,3.0131e-05,2029.228142
"Korea, Rep.",Asia,1972,62.612,3.3505000000000005e-05,3030.87665
"Korea, Rep.",Asia,1977,64.766,3.6436e-05,4657.22102
"Korea, Rep.",Asia,1982,67.123,3.9326e-05,5622.942464
"Korea, Rep.",Asia,1987,69.81,4.1622e-05,8533.088805
"Korea, Rep.",Asia,1992,72.244,4.380545e-05,12104.27872
"Korea, Rep.",Asia,1997,74.647,4.6173816000000005e-05,15993.52796
"Korea, Rep.",Asia,2002,77.045,4.796915e-05,19233.98818
"Korea, Rep.",Asia,2007,78.623,4.904479e-05,23348.13973
Kuwait,Asia,1952,55.565,1.6e-07,108382.3529
Kuwait,Asia,1957,58.033,2.12846e-07,113523.1329
Kuwait,Asia,1962,60.47,3.58266e-07,95458.11176
Kuwait,Asia,1967,64.624,5.750030000000001e-07,80894.88326
Kuwait,Asia,1972,67.712,8.419339999999999e-07,109347.867
Kuwait,Asia,1977,69.343,1.140357e-06,59265.47714
Kuwait,Asia,1982,71.309,1.4974940000000001e-06,31354.03573
Kuwait,Asia,1987,74.174,1.8914869999999999e-06,28118.42998
Kuwait,Asia,1992,75.19,1.418095e-06,34932.91959
Kuwait,Asia,1997,76.156,1.765345e-06,40300.61996
Kuwait,Asia,2002,76.904,2.1115610000000002e-06,35110.10566
Kuwait,Asia,2007,77.588,2.5055589999999997e-06,47306.98978
Lebanon,Asia,1952,55.928,1.439529e-06,4834.804067
Lebanon,Asia,1957,59.489,1.647412e-06,6089.786934
Lebanon,Asia,1962,62.094,1.8868480000000001e-06,5714.560611
Lebanon,Asia,1967,63.87,2.186894e-06,6006.983042
Lebanon,Asia,1972,65.421,2.680018e-06,7486.384341
Lebanon,Asia,1977,66.099,3.115787e-06,8659.696836
Lebanon,Asia,1982,66.983,3.0868760000000002e-06,7640.519521
Lebanon,Asia,1987,67.926,3.089353e-06,5377.091329
Lebanon,Asia,1992,69.292,3.219994e-06,6890.806854
